05:13:09,87.6
05:13:09,87.6
05:13:10,87.6
05:13:10,87.6
05:13:11,87.6
05:13:11,87.6
05:13:12,87.6
05:13:12,87.6
05:13:13,87.6
05:13:13,87.6
05:13:14,87.6
05:13:14,87.6
05:13:15,87.6
05:13:15,87.6
05:13:16,87.6
05:13:16,87.6
05:13:17,87.6
05:13:17,87.6
05:13:18,87.6
05:13:18,87.6
05:13:19,87.6
05:13:19,87.6
05:13:20,87.5
05:13:20,87.5
05:13:21,87.5
05:13:21,87.5
05:13:22,87.5
05:13:22,87.5
05:13:23,87.5
05:13:23,87.5
05:13:24,87.5
05:13:24,87.5
05:13:25,87.5
05:13:25,87.5
05:13:26,87.5
05:13:26,87.5
05:13:27,87.5
05:13:27,87.5
05:13:28,87.5
05:13:28,87.5
05:13:29,87.5
05:13:29,87.5
05:13:30,87.5
05:13:30,87.5
05:13:31,87.5
05:13:31,87.5
05:13:32,87.5
05:13:32,87.5
05:13:33,87.5
05:13:33,87.5
05:13:34,87.4
05:13:34,87.4
05:13:35,87.4
05:13:35,87.4
05:13:36,87.4
05:13:36,87.4
05:13:37,87.3
05:13:37,87.2
05:13:38,86.9
05:13:38,86.8
05:13:39,86.7
05:13:39,86.7
05:13:40,86.7
05:13:40,86.7
05:13:41,86.7
05:13:41,86.7
05:13:42,86.7
05:13:42,86.7
05:13:43,86.0
05:13:43,86.0
05:13:44,85.9
05:13:44,85.8
05:13:45,85.8
05:13:45,85.8
05:13:46,85.8
05:13:46,85.8
05:13:47,85.8
05:13:47,85.8
05:13:48,85.8
05:13:48,85.8
05:13:49,85.8
05:13:49,85.8
05:13:50,85.8
05:13:50,85.8
05:13:51,85.8
05:13:51,85.8
05:13:52,85.8
05:13:52,85.8
05:13:53,85.8
05:13:53,85.8
05:13:54,85.8
05:13:54,85.8
05:13:55,85.7
05:13:55,85.7
05:13:56,85.7
05:13:56,85.7
05:13:57,85.7
05:13:57,85.7
05:13:58,85.7
05:13:58,85.7
05:13:59,85.7
05:13:59,85.7
05:14:00,85.7
05:14:00,85.7
05:14:01,85.7
05:14:01,85.7
05:14:02,85.7
05:14:02,85.7
05:14:03,85.7
05:14:03,85.7
05:14:04,86.1
05:14:04,86.1
05:14:05,87.6
05:14:05,87.6
05:14:06,87.7
05:14:06,87.7
05:14:07,87.6
05:14:07,87.6
05:14:08,87.6
05:14:08,87.6
05:14:09,87.4
05:14:09,87.4
05:14:10,87.4
05:14:10,87.4
05:14:11,87.4
05:14:11,87.4
05:14:12,87.4
05:14:12,87.4
05:14:13,87.4
05:14:13,87.4
05:14:14,87.4
05:14:14,87.6
05:14:15,88.2
05:14:15,88.2
05:14:16,88.3
05:14:16,88.3
05:14:17,88.3
05:14:17,88.3
05:14:18,88.3
05:14:18,88.3
05:14:19,88.3
05:14:19,88.3
05:14:20,88.4
05:14:20,88.4
05:14:21,88.4
05:14:21,88.4
05:14:22,88.4
05:14:22,88.4
05:14:23,88.4
05:14:23,88.4
05:14:24,88.4
05:14:24,88.4
05:14:25,88.4
05:14:25,88.4
05:14:26,88.4
05:14:26,88.4
05:14:27,88.4
05:14:27,88.4
05:14:28,88.4
05:14:28,88.4
05:14:29,88.4
05:14:29,88.4
05:14:30,88.4
05:14:30,88.4
05:14:31,88.4
05:14:31,88.4
05:14:32,88.4
05:14:32,88.4
05:14:33,88.4
05:14:33,88.4
05:14:34,88.2
05:14:34,88.2
05:14:35,88.2
05:14:35,88.2
05:14:36,88.1
05:14:36,88.1
05:14:37,88.1
05:14:37,88.1
05:14:38,88.1
05:14:38,88.1
05:14:39,88.1
05:14:40,88.1
05:14:41,88.1
05:14:42,88.4
05:14:43,88.4
05:14:44,88.5
05:14:45,88.5
05:14:46,88.3
05:14:47,88.3
05:14:48,88.3
